Size (sq ft),Location,Security,Garage,Floor_Number,Number_of_Rooms,Built_Year,Price (in $1000s)
2335,0,1,0,9,4,1993,247.63
1390,1,0,1,6,9,1999,248.71
2721,1,1,0,8,3,2007,304.31
2635,0,1,1,3,8,1981,298.54
1119,1,1,1,13,10,2004,278.54
1316,1,1,1,5,9,1988,269.57
2160,1,0,0,8,4,1990,264.23
3288,0,0,0,1,7,2000,327.56
2959,1,1,0,2,8,1983,373.85
867,1,1,0,2,9,2015,240.82
3648,0,0,0,10,5,1983,315.02
1176,1,1,0,7,6,2014,237.04
2639,1,0,1,7,2,1980,267.43
554,1,1,1,11,2,2019,165.03
2112,0,0,1,4,2,2010,191.93
1471,1,0,0,4,7,2001,212.15
1536,0,1,0,4,8,2007,221.97
1575,1,0,1,8,9,2013,274.02
3709,0,1,1,6,7,2001,387.87
847,1,0,0,9,8,2003,183.01
1005,1,1,1,8,7,1989,229.54
2095,1,0,1,6,9,1981,313.33
3633,0,0,1,3,3,2011,317.79
3199,0,0,0,11,10,1995,349.89
3636,1,0,1,7,8,2020,431.6
581,0,0,0,3,6,2006,82.52
3102,1,1,1,14,4,1995,377.77
970,1,0,1,1,4,2010,163.32
1484,0,0,0,4,9,2023,197.85
2665,1,0,1,7,7,1980,333.46
3693,1,1,1,4,7,2004,438.82
716,0,0,1,2,7,2002,134.69
1607,0,1,1,12,8,2016,257.77
2467,1,0,0,10,2,2023,279.49
598,0,0,0,11,4,1982,66.63
3421,1,1,1,9,8,1997,405.54
1088,1,0,0,12,10,1999,224.12
3844,1,0,0,13,5,1998,386.56
2854,0,1,1,5,5,2009,308.13
1436,0,0,1,12,4,1988,171
1720,1,0,1,1,3,2005,219.46
1717,0,0,1,8,7,1991,222.29
2703,0,1,0,13,3,2006,272.4
1814,0,1,0,10,7,1985,233.91
3799,0,1,0,14,2,1999,320.85
517,1,1,0,15,6,2009,174.62
1969,1,1,1,9,9,1990,322.55
3410,0,1,0,4,7,2017,347.22
3302,1,1,0,11,3,2015,375.58
3806,0,1,1,4,6,2010,404.24
3317,1,0,1,6,7,2004,391.2
3768,1,0,0,12,2,1989,366.55
2409,1,0,0,3,2,2004,260.3
1754,1,0,0,7,3,2002,202.51
2451,1,0,1,5,2,1994,263.14
1488,0,1,1,15,3,2011,188.67
1463,1,0,1,1,7,1980,245.49
2656,1,0,0,1,9,2001,343.48
1189,1,0,1,10,9,1980,243.56
3328,0,0,1,6,5,2011,337.12
1763,1,0,0,13,8,1999,270.17
1207,1,0,0,6,8,1999,199.92
1322,0,1,0,2,7,2024,192.64
898,1,1,1,11,8,1992,212.7
900,0,0,1,10,5,1990,129.59
947,1,0,0,14,10,2014,237.3
850,0,0,1,9,5,2014,146.74
3189,1,1,1,13,6,1991,373.11
3532,1,1,0,1,5,2017,379.86
3952,1,0,1,15,10,2021,497.35
3352,1,1,1,8,4,1994,392.83
1744,0,1,1,10,4,1994,188.76
1794,1,1,0,13,8,1982,286.66
3268,0,1,0,2,8,1991,336.94
1668,1,0,0,11,2,2009,210.74
2183,1,1,1,5,2,1983,271.01
2906,1,1,1,15,9,1981,383.35
1929,1,1,1,7,4,1985,258.74
1568,0,0,0,6,5,2016,177.51
3207,0,0,1,5,7,2015,343.72
1175,1,1,1,1,4,1987,180.93
1612,0,0,0,12,6,1983,154.2
3282,0,0,1,12,8,2017,345.28
694,0,0,0,7,10,2005,132.16
837,1,1,1,6,3,2016,166.75
676,0,0,0,2,6,1986,113.24
3798,1,1,0,2,7,1990,439.43
2894,0,1,0,6,8,2011,335.6
1992,1,1,1,3,4,2012,265.02
1379,0,1,1,5,2,2011,150.71
772,1,0,1,4,6,1997,158.88
2849,1,0,1,12,2,2019,308.12
3040,1,1,0,5,8,2003,370.62
2437,0,1,1,4,8,1994,283.59
2564,1,0,1,7,4,1992,276.97
2849,0,1,1,4,10,2000,332.92
536,0,0,1,9,8,2008,133.08
3839,0,1,1,9,2,2005,355.71
2113,0,1,0,14,4,2006,222.06
1252,0,0,0,14,4,1992,129.22
2149,1,0,1,1,9,2023,319.97
1093,0,1,0,14,4,1998,131.6
3381,0,0,0,12,2,2000,274.12
1740,0,1,0,1,2,2006,183.46
1828,1,1,1,8,9,2020,303.47
3721,0,1,0,11,3,2000,335.41
1454,0,0,1,8,3,1998,137.26
3004,1,1,0,10,10,1985,380.58
3557,0,0,1,9,5,2002,352.05
1777,1,0,1,4,7,2020,267.63
2811,1,0,1,7,7,2021,352.43
2266,0,1,0,12,8,1983,273.33
1728,1,1,0,11,5,2018,273.26
3527,0,0,1,8,4,1989,302.68
1717,0,0,1,13,6,1990,205.05
1262,1,0,0,15,7,2013,201.67
3934,0,0,1,2,5,2005,381.37
1981,1,1,1,4,10,2007,320.01
2146,0,0,0,13,5,2011,227.09
613,1,1,1,3,2,2020,131.8
3184,0,0,1,8,8,1988,317.88
3915,1,0,1,10,10,2013,454.57
1063,0,1,0,6,8,1994,171.37
3419,0,1,0,11,10,1985,374.61
1394,1,1,1,12,10,1991,299.12
2968,1,0,1,8,9,2000,393.17
3470,0,0,0,15,8,1992,327.88
3629,0,1,1,7,3,2005,360.73
3773,1,0,1,5,4,2004,391.56
1171,0,1,0,7,4,2015,167.17
3730,0,1,1,6,10,2018,414.41
2622,1,1,1,2,9,1990,352.45
3500,1,1,1,5,7,2007,441.25
2586,1,0,0,12,6,1993,299.47
3367,1,1,1,11,10,2008,434.72
1391,1,0,1,14,10,1992,268.65
2025,1,0,0,2,2,1985,198.33
520,1,1,0,9,9,1991,197.29
1282,0,1,1,13,3,2003,148.46
3862,0,0,1,14,8,1996,381.99
3609,1,1,1,14,10,2017,461.74
2465,0,0,0,8,2,1988,209.05
2164,1,1,1,6,2,1986,262.7
1462,1,1,0,14,10,1987,255.06
577,0,0,1,13,7,2009,120.26
1092,1,1,1,4,10,1988,267.5
2108,0,0,1,7,7,2017,263.88
2672,0,1,0,5,5,1997,283.83
3473,1,1,1,11,3,2010,404.51
3585,0,1,1,15,9,1990,383.54
878,1,1,1,7,9,1990,212.13
2173,0,1,0,12,4,2015,214.59
2003,1,1,1,7,2,1996,254.18
3118,0,1,0,3,3,2004,290.46
3933,0,0,1,5,10,1989,420.46
3610,0,0,0,11,7,1984,343.33
1290,0,1,0,14,10,1987,198.05
1538,1,0,0,13,2,2007,195.16
2392,1,1,1,10,2,2002,286.38
1526,1,0,1,6,9,1998,270.32
1852,1,1,1,9,9,2014,299.19
3476,1,1,0,6,3,1999,359.07
2621,1,1,1,13,9,1980,365.51
3305,1,1,0,2,7,2009,393.83
3239,0,1,0,1,6,1996,320.26
3276,1,1,1,3,8,1980,385.93
786,0,0,0,4,10,1997,163.98
1398,0,1,0,7,9,2002,205.42
1465,0,1,1,7,4,1992,182.9
1032,0,1,0,10,9,1980,175.39
1003,1,1,1,9,3,2012,202.87
3936,1,1,0,14,7,1981,425.7
2007,0,0,1,4,4,2000,195.19
3809,0,1,0,8,9,1993,397.45
2547,1,0,0,1,7,1999,324.53
3511,1,0,1,15,8,2010,401.75
1990,0,1,1,7,6,1999,252.11
838,0,1,0,1,9,1999,156.94
1240,1,1,1,14,2,2018,198.27
3420,1,0,0,4,6,1987,366.97
2926,0,0,1,11,3,2004,284.8
3981,0,1,1,8,4,2015,381.73
2296,1,0,1,8,7,1986,318.6
1914,0,0,0,2,2,2014,178.14
1592,0,0,0,10,8,2001,188.06
925,1,0,0,10,8,1999,186.65
1121,0,1,0,9,8,2005,184.14
1760,1,0,0,4,6,1994,225.85
663,1,0,1,8,7,1980,170.38
1094,0,1,1,13,10,1999,221.91
2435,0,0,1,12,10,1987,306.46
822,0,0,1,7,3,1981,87.61
2098,0,0,0,10,2,2011,163.96
652,1,1,0,7,8,2022,201.21
998,0,0,0,6,7,2017,159.54
2744,0,0,0,7,4,1980,220.4
1669,1,0,1,11,3,2004,227.63
2397,0,1,1,12,6,1988,281.92
2885,0,1,1,7,6,1996,320.24
1690,0,1,0,14,9,1986,234.78
3832,0,1,1,2,2,2000,334.32
2066,1,1,0,13,4,2008,284.43
3511,1,1,1,3,7,2015,434.35
3297,1,1,1,15,3,2017,377.45
3325,0,1,0,3,7,2002,335.55
2921,1,0,0,9,2,1993,270.5
2710,1,0,0,9,4,1983,290.91
3439,0,1,0,4,8,1986,350.52
737,1,1,0,9,9,2003,218.92
1469,1,0,1,6,9,1993,245.75
1769,1,1,1,4,2,2023,263.91
1663,0,0,1,14,4,1983,174.06
2080,0,0,0,8,8,2016,249.66
2979,0,0,1,11,2,1982,243.32
2278,1,0,1,8,4,2018,272.92
3857,1,0,0,7,7,1995,399.17
3000,1,0,1,11,8,2021,386.33
1095,1,1,0,14,4,1992,177.33
1545,1,1,1,15,7,2014,284.83
2132,1,1,0,9,9,1996,328.26
2056,1,0,1,3,7,2007,297.35
3208,1,0,1,15,10,1997,415.6
3917,1,0,1,10,8,1991,423.31
2382,0,0,0,11,7,1991,223.78
3610,1,0,0,7,6,1984,391.6
3706,1,1,1,4,10,2019,486.66
2070,1,1,0,7,3,1992,239.78
3264,1,0,0,4,4,2013,325.29
1128,1,0,1,13,3,2001,185.25
1765,1,1,0,12,9,1985,283.08
3337,1,0,0,15,5,1981,361.51
1716,0,1,0,5,5,2022,216.31
1836,1,0,0,12,9,2017,268.61
1341,1,0,1,8,9,2022,265.31
1785,0,1,0,7,7,1994,197.35
1391,1,1,1,9,4,2011,245.73
1998,1,1,1,7,5,1991,284.66
1918,0,1,1,3,4,2004,211.91
1191,0,0,1,12,2,2005,135.81
2553,1,1,1,15,3,1993,321.91
2588,0,0,1,9,3,1994,220.12
2740,1,1,1,12,3,2017,329.35
1485,1,1,1,3,6,2024,245
1745,1,1,0,14,5,2017,260.89
1948,1,0,0,12,8,2010,295.14
695,0,0,1,11,6,2022,132.31
2415,1,1,0,10,7,1993,319.84
989,1,0,0,4,7,1999,197.56
1922,1,1,1,9,5,2018,286.08
587,0,1,1,2,9,1987,162.09
542,1,1,1,7,7,2009,193.66
1173,1,0,1,14,2,2004,169.47
1059,0,1,0,10,5,2005,141.15
2877,1,1,1,10,7,2013,363.88
2505,0,0,1,3,2,1980,206.99
2555,0,1,0,14,3,2020,270.48
558,0,1,0,14,6,2014,130.75
3708,1,1,1,8,7,1995,440.6
859,0,1,1,5,3,1990,104.36
2649,1,0,0,5,6,1991,293.32
765,0,1,1,9,10,2008,172.08
2039,1,1,1,11,3,2006,268.95
2815,1,0,0,2,10,2008,377.46
725,0,0,1,15,5,1992,105.31
2425,1,1,0,11,9,2015,362.69
1443,1,0,0,4,7,1989,226.32
1201,1,0,0,4,2,1981,148.13
1370,0,0,1,6,10,2019,237.35
3915,1,1,1,10,8,1984,476.03
2861,0,0,0,5,10,1996,314.48
2264,0,0,0,2,7,1984,235.56
3416,0,0,0,12,9,1991,333.73
1798,1,0,0,10,3,2013,227.96
701,1,0,1,14,3,1981,147.39
3833,0,1,0,11,6,2007,358.92
1301,0,1,0,3,3,1981,113.69
1927,0,1,1,4,6,1991,224.59
3941,0,0,0,15,6,2005,362.78
3663,1,0,1,10,3,2009,388.91
1966,0,0,0,3,3,2005,191.2
1202,0,0,1,14,9,2022,188.56
3537,1,1,1,7,5,2011,425.14
894,0,0,0,13,9,1980,150.73
2278,1,1,1,11,2,1980,259.34
2601,0,0,0,8,10,2006,283.29
3574,1,1,1,7,5,1994,400.2
565,0,1,1,14,9,1991,133.99
3587,1,1,0,4,2,2018,358.25
3803,0,0,1,3,5,1982,331.99
3169,1,0,0,8,9,1981,378.44
3345,1,0,1,9,9,2015,437.59
2741,0,0,1,9,10,2001,338.98
2549,1,0,0,10,4,1993,265.79
3159,0,0,0,4,10,2011,347.4
2860,0,1,0,14,10,2007,355.07
2671,1,0,0,9,6,1985,313.8
1035,0,0,0,10,7,1995,118.57
724,0,1,0,11,7,1988,140.75
2609,0,0,0,3,7,2011,265.21
3357,1,0,1,4,2,2022,364.45
2104,0,1,0,3,3,2008,214.2
3735,0,1,1,2,7,2008,401.8
2915,0,1,0,4,2,2017,256.18
2550,1,1,0,10,5,1989,303.26
3276,0,0,1,4,7,2009,332.57
3871,0,0,0,13,5,2019,355.55
2759,1,0,1,12,4,1992,290.35
2327,1,1,0,7,4,2010,297.97
1974,1,0,1,9,4,1982,248.54
2790,1,1,1,11,9,2008,381.82
1244,1,0,0,9,7,2024,218.54
875,1,0,1,5,5,2013,198.47
2334,0,1,1,2,5,2012,259.69
1123,0,1,0,2,8,1996,173.65
3829,0,0,1,9,2,1980,316.34
3004,1,1,1,10,7,2004,403.98
1783,0,0,0,8,5,1988,182.77
1110,0,1,0,1,9,2022,202.5
3769,1,1,1,2,3,1980,409.75
1449,0,0,1,4,10,2013,231.16
1450,0,1,1,5,4,2004,170.58
3041,0,1,0,11,10,1994,337.56
2135,0,0,0,9,8,2006,237.01
1211,1,1,1,1,9,1985,245.51
2767,1,1,1,7,9,2023,402.54
3247,1,0,1,11,8,2001,389.91
3721,0,1,1,7,10,1992,423.94
1247,1,0,1,13,6,1982,186.39
2783,1,0,0,1,8,1980,317.67
3387,1,0,0,9,5,2001,353.86
2189,1,0,0,14,8,1986,282.03
3198,1,0,1,8,8,1996,369.63
3981,1,1,1,8,3,2009,439.11
3465,0,0,0,12,6,2008,341.2
2739,1,1,0,5,8,2006,359.76
3767,0,1,0,12,5,1992,345.34
1787,1,1,0,3,5,2024,252.53
648,1,1,0,7,9,1980,188.7
1150,0,1,1,4,4,1992,135.76
3979,1,1,1,1,9,1999,492.22
1057,0,0,1,7,6,1999,138.75
2286,1,0,0,2,10,2001,314.76
1760,1,0,0,4,6,1982,242.24
2910,1,0,1,6,7,2018,372.03
1524,0,0,1,15,4,2021,191.27
3050,1,1,0,9,2,2024,346.43
2636,0,1,1,4,2,1981,233.12
2140,0,1,1,7,10,1982,298.92
2234,0,0,1,10,5,1981,234.98
1081,0,0,1,2,2,1994,125.5
790,0,1,1,5,10,2011,184.22
3149,1,0,1,7,7,1993,389.53
979,1,0,0,1,7,1981,179.22
2064,0,0,1,7,3,2002,212.91
3418,0,0,0,15,6,1992,320.86
2696,0,1,1,9,7,2001,313.32
803,0,1,1,5,3,1993,116.82
3343,1,0,0,3,3,1991,319.97
2220,0,1,1,15,4,2020,264.01
789,0,0,1,13,4,1997,119.16
2067,1,1,0,1,4,2021,282.08
809,0,1,1,15,8,2012,156.89
622,0,0,0,2,8,2005,128.78
1169,0,1,1,13,7,2007,188.02
3490,0,1,0,9,4,2001,339.15
1758,1,1,1,3,10,2019,328.93
3293,1,1,1,13,6,2010,417.17
2911,1,0,0,4,6,2010,317.73
963,1,1,0,9,9,2007,211.23
2759,1,1,1,2,5,1997,343.39
2789,0,0,1,9,8,2001,301.58
1663,1,1,0,3,6,2011,253.24
1514,1,1,1,2,5,2011,268.64
1029,0,1,1,6,6,2006,154.27
2873,0,0,0,6,5,1994,265.09
3391,1,0,1,3,6,1982,375.88
1647,0,0,0,6,6,1997,174.26
711,0,0,0,14,8,2006,122.8
1759,1,1,0,4,3,2009,229.62
1293,1,0,0,15,3,2017,197.06
1383,1,1,1,5,7,2020,244.23
961,1,0,1,1,3,2001,175.14
1171,0,0,1,12,10,2000,208.8
3352,0,0,0,14,8,2009,355.55
791,0,0,0,2,6,1986,96.03
2133,1,0,1,5,2,2019,247.89
3332,0,1,0,5,3,2000,314.28
3419,0,1,0,2,4,1989,300
1142,0,1,0,14,9,1996,176.89
3582,0,0,1,12,5,1992,333.8
3073,0,1,1,15,3,2022,324.19
862,0,0,1,4,9,1996,178.31
2325,0,0,1,15,3,2002,212
3046,0,1,1,6,7,1982,341.79
845,1,1,1,15,6,2001,213.01
3460,1,0,0,3,9,2022,402.32
2473,0,1,0,5,4,2023,254.67
1218,0,1,0,12,7,1994,187.76
824,1,1,0,14,8,2001,210.34
2812,0,1,0,12,8,2014,329.28
767,1,1,1,3,9,2009,238.21
1053,0,1,0,8,9,2004,171.81
1468,0,1,1,4,3,1988,154.35
2763,0,1,0,4,4,2020,275.06
2673,0,1,0,4,10,1988,314.98
3027,1,0,0,13,8,1981,358.56
1491,0,0,1,10,7,2016,196.47
2249,0,1,1,14,3,2024,233.61
1444,0,0,1,8,8,1985,203.71
3861,1,1,1,8,10,1988,488.56
3366,0,1,1,15,3,1986,327.44
3953,1,1,0,7,3,1990,382.17
3493,1,0,1,15,8,1993,412.71
3873,0,1,0,3,2,1995,334.68
3635,0,0,1,13,4,1980,305.32
1132,1,1,0,12,10,2004,241.22
3693,0,1,1,6,7,2023,391.88
746,0,0,1,9,9,2010,140.72
3313,0,1,1,13,8,1987,360.92
2422,1,1,0,3,9,2012,333.21
3908,1,0,0,6,10,2001,433.22
2168,0,0,1,2,6,1994,213.33
1337,1,0,1,12,5,1989,200.95
3064,0,1,1,6,9,1984,361.77
2274,1,1,0,15,8,1988,327.67
2557,0,0,1,13,10,2020,334.78
1444,0,1,1,15,10,2001,242.21
570,0,1,0,12,10,2012,150.75
3840,0,0,1,15,10,2016,435.73
1803,0,1,0,2,7,1986,223.5
584,1,1,1,11,10,2021,231.39
2992,1,0,0,10,5,2005,335.78
1715,0,1,0,13,5,2000,210.61
1057,0,1,1,3,5,1983,151.97
3341,1,0,1,13,10,2019,413.98
1338,0,0,1,4,7,2001,183.52
3710,1,1,0,1,9,1999,437.41
1301,0,1,1,13,7,2016,220.35
3141,0,0,0,3,5,2015,284.78
2599,0,0,1,6,10,2020,337.64
3691,0,0,1,3,2,2012,315.01
3544,0,1,1,14,4,1994,330.62
968,0,0,0,15,3,1987,81.3
3630,0,1,0,12,5,2024,373.13
3157,1,1,0,11,8,1989,402.4
2966,0,0,0,10,6,1987,286.04
2457,0,0,1,13,6,1991,265.85
3720,1,0,0,9,8,2005,412.74
2621,1,0,0,12,9,2006,342.33
2135,0,0,0,6,3,2008,197.16
2355,0,0,0,7,4,1995,205.04
2464,1,1,1,13,9,1993,367.23
3445,1,1,1,11,6,1980,393.15
3150,0,1,0,9,9,1989,361.52
3724,1,1,1,15,8,2011,439.39
1984,0,1,1,9,4,1982,203.04
2698,0,0,0,12,4,2009,266.2
1428,1,1,0,13,6,1986,235.16
1332,0,0,1,7,8,1981,196.19
2376,0,0,0,3,4,1992,223.83
1747,1,1,1,6,8,1998,282.87
3302,1,1,1,7,3,2024,374.59
646,0,1,1,2,10,1986,150.24
3609,0,1,1,5,8,1995,386.84
3223,0,0,1,13,3,2021,304.88
2512,0,1,1,14,5,2006,269.16
1388,0,0,1,4,6,1998,183.67
1790,1,1,1,15,9,2016,308.52
2870,1,1,1,12,2,2021,318.62
2943,0,1,0,8,2,1982,236.4
3982,1,1,1,11,4,2009,441.53
3813,1,1,0,10,5,1992,402.36
2003,1,1,1,8,5,2007,301.48
3912,0,1,0,4,2,2015,348.92
1314,1,1,1,13,2,1989,199.8
2013,0,0,1,1,10,2021,274.91
616,1,1,1,15,4,1983,145.54
1341,1,0,0,12,2,2019,182.5
3871,0,0,0,5,8,2021,398.12
2199,0,0,0,1,3,1990,201.02
1111,0,0,0,3,3,2008,101.5
1122,0,0,1,8,9,2000,185.93
3338,1,1,0,15,4,2018,369.11
3341,1,1,0,6,5,2010,399.04
3935,1,1,0,3,3,2007,423.35
3070,1,1,1,1,8,2011,410.74
3487,1,0,0,10,3,2013,352.47
1174,1,1,0,13,10,2009,245.47
3838,1,1,1,8,10,2017,488.66
711,1,1,1,7,4,1986,173.04
2205,0,1,1,2,3,1989,238.2
2366,1,0,0,1,7,2010,312.72
3094,1,1,0,14,8,1980,388.95
2027,1,1,1,1,9,1997,343.02
2862,1,1,0,1,7,1985,342.38
2173,1,1,1,11,6,1983,285.76
2575,0,1,1,4,5,1983,257.79
3875,0,0,1,13,10,1989,394.08
2171,0,1,0,3,3,1995,197.41
2331,0,0,0,14,6,1982,227.29
1671,0,0,0,2,8,1989,187.28
804,0,0,0,15,4,1987,85.24
891,0,1,1,2,4,1994,118.95
2385,0,1,0,14,4,1984,227.2
1727,1,0,0,14,2,2004,196.32
1013,1,0,0,3,9,1989,210.27
2273,0,1,0,6,8,1988,251.72
1879,1,0,1,10,4,2018,261.33
3392,0,0,0,6,6,1981,318.02
787,0,1,1,1,5,2000,144.33
2948,1,0,0,13,9,2006,371.27
1229,1,0,0,15,3,1986,156.11
1836,0,0,1,7,6,2020,209.65
3290,1,0,0,6,2,1996,316.49
3470,1,1,0,4,7,1997,389.71
2156,1,1,1,15,7,2014,310.78
3867,0,1,0,11,3,1989,340.29
3804,0,0,1,8,7,2000,381.01
1388,1,0,0,4,4,2007,193.19
2117,0,0,1,11,9,1993,255.17
2122,0,0,1,13,9,2010,256.48
2135,0,0,0,4,7,2016,219.06
3286,1,1,1,13,5,2010,409.46
1488,0,0,0,8,5,1995,153.75
2065,1,1,0,10,9,2011,303.6
3598,0,1,0,5,6,1980,333.92
626,0,1,0,6,6,2017,115.9
1883,1,0,1,10,4,1992,233.92
2279,1,0,1,5,10,1991,339.68
926,0,1,1,4,7,1991,153.8
2669,0,0,1,7,4,2005,266.35
3182,1,0,0,1,4,2006,352.85
1441,0,0,0,9,4,2011,159.16
618,1,1,1,4,8,2022,228.26
874,0,1,0,1,2,1995,81.15
2609,1,0,0,9,2,2014,292.3
2472,1,1,1,8,4,2005,314.01
3038,0,0,1,14,2,2021,282.44
1689,1,1,0,15,4,2012,253.47
2138,1,1,0,9,10,1991,328.08
2941,0,1,1,1,5,2006,323.74
1059,1,0,1,13,3,1980,175.68
1495,0,0,0,10,5,1984,162.25
3942,0,0,1,6,2,1997,344.47
2182,1,0,1,5,3,1985,250.96
2838,0,0,1,5,5,1988,284.35
3820,0,1,1,6,3,1998,373.04
3169,1,1,0,10,8,2000,382.03
3396,1,1,0,4,2,2010,345.96
960,0,0,0,8,4,2000,105.63
2532,1,0,0,14,5,2013,291.92
3744,1,0,1,1,10,1983,428.55
1139,1,0,1,12,6,2017,230.78
1835,0,0,0,14,8,2003,218.93
3424,1,0,1,3,6,1982,388.87
2966,1,1,1,2,3,2002,323.74
2995,1,0,0,6,9,2014,391.62
3898,0,0,0,1,2,1984,329.36
3783,0,1,0,6,5,2023,383.14
2811,0,0,1,6,2,2022,258.03
985,0,1,0,8,5,2012,151
1539,0,1,1,15,7,1998,234.24
1733,0,0,0,12,3,2018,149.53
1270,0,0,1,11,7,1981,157.06
2192,0,1,1,15,3,2016,239.62
2173,1,1,1,1,6,1994,296.84
1873,1,1,1,15,7,1987,275.75
1532,1,1,0,5,4,1986,194.42
1339,0,1,1,9,4,1983,158.44
1472,1,0,0,1,2,1980,177.77
2816,0,1,0,10,10,1985,344.09
3818,1,1,1,4,8,2021,466.05
2879,1,0,0,14,9,2017,346.32
3873,1,1,0,8,4,1985,404.15
1020,0,0,1,3,7,2019,173.14
1858,1,0,1,6,10,1984,310.39
1885,0,1,0,2,6,1992,211.04
616,0,1,1,1,8,2017,152.13
542,0,0,1,10,4,1994,66.24
3019,1,1,0,4,8,2005,390.73
3155,1,1,1,9,2,2023,373.06
2145,1,1,0,5,5,1991,271.57
2489,0,1,1,14,6,2005,265.52
1430,1,0,0,5,3,2014,195
2661,0,1,1,5,6,2019,308.26
3268,1,1,1,13,4,2014,376.33
1339,0,1,1,1,7,2017,206.8
1606,1,0,0,12,2,2010,192.1
3804,1,0,0,10,9,1980,403.96
2363,0,1,0,13,7,1981,260.36
599,0,0,1,2,3,1988,82.41
1099,1,0,1,2,9,2010,233.15
1614,0,0,1,3,3,1991,176.27
1716,1,1,1,3,6,1984,276.26
2705,1,0,0,3,4,1992,290.55
3662,1,1,0,3,4,2011,412.41
3948,1,0,0,5,6,2005,397.85
3496,1,0,1,7,8,1999,423.38
3424,0,0,0,15,5,1984,323
2574,1,0,1,10,6,1999,334.45
3455,0,1,0,9,3,1995,312.8
2858,1,0,1,7,5,2002,329.75
3560,0,0,0,9,5,2005,313.25
3400,1,0,1,1,8,2007,390.34
3821,0,1,0,2,4,1995,364.91
609,0,0,0,8,5,2024,80.98
2008,1,1,1,1,3,2023,291.93
2299,0,1,1,9,3,2022,229.72
2947,1,1,0,6,6,2023,360.15
3462,1,1,0,15,6,2004,411.28
3609,1,1,1,10,9,2005,467.13
799,0,1,0,13,4,1984,103.49
1217,0,0,0,15,5,1994,129.55
807,0,1,1,11,3,1995,134.34
3503,0,1,0,13,4,1988,302.13
2838,0,0,1,5,9,1993,323.09
1699,0,0,0,12,7,2016,212.25
3263,0,1,0,11,3,2004,291.16
3429,1,1,0,15,4,2021,382.96
2192,0,1,1,10,5,2000,242.4
3018,1,1,1,13,6,1982,374.99
1575,1,0,0,14,3,1988,180.47
2294,0,0,1,1,4,2023,249.08
3851,0,0,0,7,5,1980,315.85
943,1,1,0,11,7,1984,193.93
3022,1,1,1,1,3,2020,335.92
3967,0,1,1,3,8,2010,428.95
2847,0,0,0,3,7,1999,265.49
2059,1,0,0,2,7,2011,291.7
1636,1,0,0,1,8,2006,235.37
1238,0,0,1,10,3,1982,118.57
3228,0,0,0,10,7,1999,297.44
718,1,0,1,14,3,2003,155.63
3344,0,0,1,6,8,2013,359.52
3580,1,1,1,2,2,1980,363.48
2565,1,0,1,1,4,2008,294.87
3449,1,1,0,3,2,2020,378.15
1874,0,0,0,4,6,1985,201.55
1434,0,0,0,5,6,2018,189.31
1798,1,1,1,1,8,2014,322.48
2767,0,0,0,15,2,2021,258.03
2002,1,0,1,3,2,1988,235.61
3542,0,1,0,6,5,2024,361.84
816,0,0,0,9,4,2022,102.7
3074,0,1,1,13,9,2013,347.58
535,1,0,1,7,2,2001,96.6
2264,0,0,0,4,5,1991,204.19
2303,1,0,0,4,6,1984,292.74
2328,0,0,1,5,8,1999,277.38
3373,1,1,1,2,9,2018,437.1
1253,0,0,0,14,7,2013,174.71
3055,0,0,1,3,7,2022,325.95
927,0,0,1,7,5,1985,138.88
754,1,0,0,6,3,2020,144.59
1771,1,0,0,14,7,1988,238.54
2862,0,1,1,4,6,1989,287.2
3912,0,1,0,1,3,1999,362.9
1748,0,0,0,8,3,2007,141.87
596,0,1,0,6,3,1995,98.41
3125,0,1,0,1,2,2003,292.44
3956,0,0,1,9,9,1982,417.82
3373,1,1,1,3,7,1990,423.74
3451,0,0,1,5,9,2016,360.94
2910,1,0,0,14,9,2015,376.42
2275,0,1,1,6,5,2024,269.01
2189,1,0,0,8,8,2001,283.28
3815,1,0,1,10,9,1993,439.25
3506,1,1,1,1,3,1996,368.65
2697,1,0,1,4,4,2008,322.89
1845,0,1,0,10,7,1993,214.61
3998,1,0,1,15,6,1985,423.61
3230,0,0,0,13,9,2022,357.57
969,0,1,1,3,9,1997,188.87
633,0,1,0,1,4,2024,97.53
3910,1,0,1,8,10,1995,470.44
3082,0,0,0,2,6,2003,308.15
1635,1,0,0,1,6,1987,207.56
1708,0,1,1,5,2,2024,209.95
3363,1,1,0,10,9,2000,429.88
1269,1,1,1,12,4,1983,223.34
2279,1,1,1,10,8,2011,334.81
3989,1,1,0,1,10,2014,492.71
2248,0,1,0,5,5,1980,233.96
1966,1,1,0,9,7,2012,303.91
2539,1,0,0,9,2,1993,246.65
2931,0,0,0,8,4,1990,266.06
661,1,1,1,13,2,2019,145.62
3066,0,0,0,3,7,1999,296.74
3028,1,0,1,11,9,1991,386.67
2509,1,1,0,5,2,1996,262.19
3377,0,0,0,14,6,1980,292.91
3100,0,1,0,6,9,2013,340.1
981,0,0,1,2,3,1980,114.75
2572,1,1,1,14,4,1995,306.11
508,0,0,0,12,10,2002,109.2
3239,0,1,1,11,9,1983,356.83
1908,0,1,1,1,2,1994,190.67
753,1,1,0,13,2,2008,126.42
2329,1,1,1,11,2,1980,287.26
608,1,1,0,11,3,1995,125.74
1525,0,1,0,4,4,2019,192.41
2967,0,1,0,2,5,1985,275.99
